panel,system,radius_angstrom,orbital,ri_ao_ratio,rs_ao_ratio,coverage,recomputed_meV,plotted_recomputed_meV,published_meV,difference_meV,p95_abs_error_meV,max_abs_error_meV,worst_molecule,worst_signed_error_meV,reference_status
f,GW100,5.0,LUMO,3,6,100/100,4.51,4.51,4.51,7.9936057773e-15,15.05,24,98_Ag2,24,TensorGW reference output
f,GW100,5.0,LUMO,3,7,100/100,3.96,3.96,3.96,1.82076576039e-14,13.05,28,11_K2,-28,TensorGW reference output
f,GW100,5.0,LUMO,3,8,100/100,3.85,3.85,3.85,1.46549439251e-14,13.1,29,85_MgO,-29,TensorGW reference output
f,GW100,5.0,LUMO,3,9,100/100,3.78,3.78,3.78,1.59872115546e-14,15.05,19,84_BeO,19,TensorGW reference output
f,GW100,5.0,LUMO,4,10,100/100,3.45,3.45,3.45,1.33226762955e-15,14,89,84_BeO,89,TensorGW reference output
f,GW100,5.0,LUMO,4,2,100/100,224.61,224.61,224.61,2.84217094304e-14,792.65,2897,16_F2,2897,TensorGW reference output
f,GW100,5.0,LUMO,4,3,100/100,95.11,95.11,95.11,1.42108547152e-14,297.95,1336,16_F2,1336,TensorGW reference output
f,GW100,5.0,LUMO,4,4,100/100,27.84,27.84,27.84,1.7763568394e-14,107.35,379,84_BeO,379,TensorGW reference output
f,GW100,5.0,LUMO,4,5,100/100,18.1,18.1,18.1,1.7763568394e-14,26.25,1003,84_BeO,1003,TensorGW reference output
f,GW100,5.0,LUMO,4,6,100/100,3.01,3.01,3.01,1.82076576039e-14,8.05,27,98_Ag2,27,TensorGW reference output
f,GW100,5.0,LUMO,4,7,100/100,2.36,2.36,2.36,-8.881784197e-16,9,16,12_Rb2,-16,TensorGW reference output
f,GW100,5.0,LUMO,4,8,100/100,2.46,2.46,2.46,1.24344978758e-14,11,31,85_MgO,-31,TensorGW reference output
f,GW100,5.0,LUMO,4,9,100/100,2.38,2.38,2.38,4.4408920985e-15,11.1,17,84_BeO,17,TensorGW reference output
f,GW100,5.0,LUMO,5,10,100/100,3.08,3.08,3.08,7.9936057773e-15,10.1,88,84_BeO,88,TensorGW reference output
f,GW100,5.0,LUMO,5,2,100/100,224.06,224.06,224.06,2.84217094304e-14,792.55,2895,16_F2,2895,TensorGW reference output
f,GW100,5.0,LUMO,5,3,100/100,95.14,95.14,95.14,4.26325641456e-14,296.9,1333,16_F2,1333,TensorGW reference output
f,GW100,5.0,LUMO,5,4,100/100,27.66,27.66,27.66,1.7763568394e-14,105.35,390,84_BeO,390,TensorGW reference output
f,GW100,5.0,LUMO,5,5,100/100,18.28,18.28,18.28,2.48689957516e-14,31.65,1019,84_BeO,1019,TensorGW reference output
f,GW100,5.0,LUMO,5,6,100/100,2.76,2.76,2.76,1.7763568394e-14,8,27,98_Ag2,27,TensorGW reference output
f,GW100,5.0,LUMO,5,7,100/100,1.91,1.91,1.91,6.43929354283e-15,6.05,12,34_C2H3I,12,TensorGW reference output
f,GW100,5.0,LUMO,5,8,100/100,2.23,2.23,2.23,3.99680288865e-15,10,31,85_MgO,-31,TensorGW reference output
f,GW100,5.0,LUMO,5,9,100/100,2.06,2.06,2.06,9.32587340685e-15,9,17,84_BeO,17,TensorGW reference output
g,Si45H56,0.5,HOMO,2,10,1/1,50,50,50,0,50,50,Si45H56,50,TensorGW reference output
g,Si45H56,0.5,HOMO,2,2,1/1,728,728,728,0,728,728,Si45H56,728,TensorGW reference output
g,Si45H56,0.5,HOMO,2,3,1/1,317,317,317,0,317,317,Si45H56,317,TensorGW reference output
g,Si45H56,0.5,HOMO,2,4,1/1,563,563,563,0,563,563,Si45H56,563,TensorGW reference output
g,Si45H56,0.5,HOMO,2,5,1/1,541,541,541,0,541,541,Si45H56,541,TensorGW reference output
g,Si45H56,0.5,HOMO,2,6,1/1,157,157,157,0,157,157,Si45H56,157,TensorGW reference output
g,Si45H56,0.5,HOMO,2,7,1/1,105,105,105,0,105,105,Si45H56,105,TensorGW reference output
g,Si45H56,0.5,HOMO,2,8,1/1,62,62,62,0,62,62,Si45H56,62,TensorGW reference output
g,Si45H56,0.5,HOMO,2,9,1/1,56,56,56,0,56,56,Si45H56,56,TensorGW reference output
g,Si45H56,0.5,HOMO,3,10,1/1,43,43,43,0,43,43,Si45H56,43,TensorGW reference output
g,Si45H56,0.5,HOMO,3,2,1/1,720,720,720,0,720,720,Si45H56,720,TensorGW reference output
g,Si45H56,0.5,HOMO,3,3,1/1,312,312,312,0,312,312,Si45H56,312,TensorGW reference output
g,Si45H56,0.5,HOMO,3,4,1/1,554,554,554,0,554,554,Si45H56,554,TensorGW reference output
g,Si45H56,0.5,HOMO,3,5,1/1,533,533,533,0,533,533,Si45H56,533,TensorGW reference output
g,Si45H56,0.5,HOMO,3,6,1/1,148,148,148,0,148,148,Si45H56,148,TensorGW reference output
g,Si45H56,0.5,HOMO,3,7,1/1,96,96,96,0,96,96,Si45H56,96,TensorGW reference output
g,Si45H56,0.5,HOMO,3,8,1/1,54,54,54,0,54,54,Si45H56,54,TensorGW reference output
g,Si45H56,0.5,HOMO,3,9,1/1,49,49,49,0,49,49,Si45H56,49,TensorGW reference output
g,Si45H56,0.5,HOMO,4,10,1/1,42,42,42,0,42,42,Si45H56,42,TensorGW reference output
g,Si45H56,0.5,HOMO,4,2,1/1,719,719,719,0,719,719,Si45H56,719,TensorGW reference output
g,Si45H56,0.5,HOMO,4,3,1/1,309,309,309,0,309,309,Si45H56,309,TensorGW reference output
g,Si45H56,0.5,HOMO,4,4,1/1,551,551,551,0,551,551,Si45H56,551,TensorGW reference output
g,Si45H56,0.5,HOMO,4,5,1/1,531,531,531,0,531,531,Si45H56,531,TensorGW reference output
g,Si45H56,0.5,HOMO,4,6,1/1,144,144,144,0,144,144,Si45H56,144,TensorGW reference output
g,Si45H56,0.5,HOMO,4,7,1/1,93,93,93,0,93,93,Si45H56,93,TensorGW reference output
g,Si45H56,0.5,HOMO,4,8,1/1,51,51,51,0,51,51,Si45H56,51,TensorGW reference output
g,Si45H56,0.5,HOMO,4,9,1/1,46,46,46,0,46,46,Si45H56,46,TensorGW reference output
g,Si45H56,0.5,HOMO,5,10,1/1,44,44,44,0,44,44,Si45H56,44,TensorGW reference output
g,Si45H56,0.5,HOMO,5,2,1/1,715,715,715,0,715,715,Si45H56,715,TensorGW reference output
g,Si45H56,0.5,HOMO,5,3,1/1,308,308,308,0,308,308,Si45H56,308,TensorGW reference output
g,Si45H56,0.5,HOMO,5,4,1/1,549,549,549,0,549,549,Si45H56,549,TensorGW reference output
g,Si45H56,0.5,HOMO,5,5,1/1,530,530,530,0,530,530,Si45H56,530,TensorGW reference output
g,Si45H56,0.5,HOMO,5,6,1/1,145,145,145,0,145,145,Si45H56,145,TensorGW reference output
g,Si45H56,0.5,HOMO,5,7,1/1,93,93,93,0,93,93,Si45H56,93,TensorGW reference output
g,Si45H56,0.5,HOMO,5,8,1/1,52,52,52,0,52,52,Si45H56,52,TensorGW reference output
g,Si45H56,0.5,HOMO,5,9,1/1,44,44,44,0,44,44,Si45H56,44,TensorGW reference output
h,Si45H56,0.5,LUMO,2,10,1/1,54,54,54,0,54,54,Si45H56,-54,TensorGW reference output
h,Si45H56,0.5,LUMO,2,2,1/1,611,611,611,0,611,611,Si45H56,-611,TensorGW reference output
h,Si45H56,0.5,LUMO,2,3,1/1,324,324,324,0,324,324,Si45H56,-324,TensorGW reference output
h,Si45H56,0.5,LUMO,2,4,1/1,848,848,848,0,848,848,Si45H56,-848,TensorGW reference output
h,Si45H56,0.5,LUMO,2,5,1/1,477,477,477,0,477,477,Si45H56,-477,TensorGW reference output
h,Si45H56,0.5,LUMO,2,6,1/1,144,144,144,0,144,144,Si45H56,-144,TensorGW reference output
h,Si45H56,0.5,LUMO,2,7,1/1,100,100,100,0,100,100,Si45H56,-100,TensorGW reference output
h,Si45H56,0.5,LUMO,2,8,1/1,70,70,70,0,70,70,Si45H56,-70,TensorGW reference output
h,Si45H56,0.5,LUMO,2,9,1/1,63,63,63,0,63,63,Si45H56,-63,TensorGW reference output
h,Si45H56,0.5,LUMO,3,10,1/1,61,61,61,0,61,61,Si45H56,-61,TensorGW reference output
h,Si45H56,0.5,LUMO,3,2,1/1,619,619,619,0,619,619,Si45H56,-619,TensorGW reference output
h,Si45H56,0.5,LUMO,3,3,1/1,332,332,332,0,332,332,Si45H56,-332,TensorGW reference output
h,Si45H56,0.5,LUMO,3,4,1/1,854,854,854,0,854,854,Si45H56,-854,TensorGW reference output
h,Si45H56,0.5,LUMO,3,5,1/1,484,484,484,0,484,484,Si45H56,-484,TensorGW reference output
h,Si45H56,0.5,LUMO,3,6,1/1,147,147,147,0,147,147,Si45H56,-147,TensorGW reference output
h,Si45H56,0.5,LUMO,3,7,1/1,103,103,103,0,103,103,Si45H56,-103,TensorGW reference output
h,Si45H56,0.5,LUMO,3,8,1/1,74,74,74,0,74,74,Si45H56,-74,TensorGW reference output
h,Si45H56,0.5,LUMO,3,9,1/1,69,69,69,0,69,69,Si45H56,-69,TensorGW reference output
h,Si45H56,0.5,LUMO,4,10,1/1,62,62,62,0,62,62,Si45H56,-62,TensorGW reference output
h,Si45H56,0.5,LUMO,4,2,1/1,623,623,623,0,623,623,Si45H56,-623,TensorGW reference output
h,Si45H56,0.5,LUMO,4,3,1/1,333,333,333,0,333,333,Si45H56,-333,TensorGW reference output
h,Si45H56,0.5,LUMO,4,4,1/1,854,854,854,0,854,854,Si45H56,-854,TensorGW reference output
h,Si45H56,0.5,LUMO,4,5,1/1,484,484,484,0,484,484,Si45H56,-484,TensorGW reference output
h,Si45H56,0.5,LUMO,4,6,1/1,147,147,147,0,147,147,Si45H56,-147,TensorGW reference output
h,Si45H56,0.5,LUMO,4,7,1/1,104,104,104,0,104,104,Si45H56,-104,TensorGW reference output
h,Si45H56,0.5,LUMO,4,8,1/1,76,76,76,0,76,76,Si45H56,-76,TensorGW reference output
h,Si45H56,0.5,LUMO,4,9,1/1,69,69,69,0,69,69,Si45H56,-69,TensorGW reference output
h,Si45H56,0.5,LUMO,5,10,1/1,68,68,68,0,68,68,Si45H56,-68,TensorGW reference output
h,Si45H56,0.5,LUMO,5,2,1/1,622,622,622,0,622,622,Si45H56,-622,TensorGW reference output
h,Si45H56,0.5,LUMO,5,3,1/1,334,334,334,0,334,334,Si45H56,-334,TensorGW reference output
h,Si45H56,0.5,LUMO,5,4,1/1,856,856,856,0,856,856,Si45H56,-856,TensorGW reference output
h,Si45H56,0.5,LUMO,5,5,1/1,486,486,486,0,486,486,Si45H56,-486,TensorGW reference output
h,Si45H56,0.5,LUMO,5,6,1/1,151,151,151,0,151,151,Si45H56,-151,TensorGW reference output
h,Si45H56,0.5,LUMO,5,7,1/1,105,105,105,0,105,105,Si45H56,-105,TensorGW reference output
h,Si45H56,0.5,LUMO,5,8,1/1,75,75,75,0,75,75,Si45H56,-75,TensorGW reference output
h,Si45H56,0.5,LUMO,5,9,1/1,70,70,70,0,70,70,Si45H56,-70,TensorGW reference output
i,Si45H56,3.0,HOMO,2,10,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
i,Si45H56,3.0,HOMO,2,2,1/1,291,291,291,0,291,291,Si45H56,291,TensorGW reference output
i,Si45H56,3.0,HOMO,2,3,1/1,89,89,89,0,89,89,Si45H56,89,TensorGW reference output
i,Si45H56,3.0,HOMO,2,4,1/1,45,45,45,0,45,45,Si45H56,45,TensorGW reference output
i,Si45H56,3.0,HOMO,2,5,1/1,3,3,3,0,3,3,Si45H56,3,TensorGW reference output
i,Si45H56,3.0,HOMO,2,6,1/1,5,5,5,0,5,5,Si45H56,5,TensorGW reference output
i,Si45H56,3.0,HOMO,2,7,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
i,Si45H56,3.0,HOMO,2,8,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
i,Si45H56,3.0,HOMO,2,9,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
i,Si45H56,3.0,HOMO,3,10,1/1,0.999999999999,1,1,0,0.999999999999,0.999999999999,Si45H56,0.999999999999,TensorGW reference output
i,Si45H56,3.0,HOMO,3,2,1/1,282,282,282,0,282,282,Si45H56,282,TensorGW reference output
i,Si45H56,3.0,HOMO,3,3,1/1,82,82,82,0,82,82,Si45H56,82,TensorGW reference output
i,Si45H56,3.0,HOMO,3,4,1/1,39,39,39,0,39,39,Si45H56,39,TensorGW reference output
i,Si45H56,3.0,HOMO,3,5,1/1,2,2,2,0,2,2,Si45H56,-2,TensorGW reference output
i,Si45H56,3.0,HOMO,3,6,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
i,Si45H56,3.0,HOMO,3,7,1/1,0.999999999999,1,1,0,0.999999999999,0.999999999999,Si45H56,0.999999999999,TensorGW reference output
i,Si45H56,3.0,HOMO,3,8,1/1,0,1,1,0,0,0,Si45H56,0,TensorGW reference output
i,Si45H56,3.0,HOMO,3,9,1/1,0.999999999999,1,1,0,0.999999999999,0.999999999999,Si45H56,0.999999999999,TensorGW reference output
i,Si45H56,3.0,HOMO,4,10,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
i,Si45H56,3.0,HOMO,4,2,1/1,279,279,279,0,279,279,Si45H56,279,TensorGW reference output
i,Si45H56,3.0,HOMO,4,3,1/1,80,80,80,0,80,80,Si45H56,80,TensorGW reference output
i,Si45H56,3.0,HOMO,4,4,1/1,37,37,37,0,37,37,Si45H56,37,TensorGW reference output
i,Si45H56,3.0,HOMO,4,5,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
i,Si45H56,3.0,HOMO,4,6,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
i,Si45H56,3.0,HOMO,4,7,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
i,Si45H56,3.0,HOMO,4,8,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
i,Si45H56,3.0,HOMO,4,9,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
i,Si45H56,3.0,HOMO,5,10,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
i,Si45H56,3.0,HOMO,5,2,1/1,278,278,278,0,278,278,Si45H56,278,TensorGW reference output
i,Si45H56,3.0,HOMO,5,3,1/1,79,79,79,0,79,79,Si45H56,79,TensorGW reference output
i,Si45H56,3.0,HOMO,5,4,1/1,36,36,36,0,36,36,Si45H56,36,TensorGW reference output
i,Si45H56,3.0,HOMO,5,5,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
i,Si45H56,3.0,HOMO,5,6,1/1,5,5,5,0,5,5,Si45H56,-5,TensorGW reference output
i,Si45H56,3.0,HOMO,5,7,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
i,Si45H56,3.0,HOMO,5,8,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
i,Si45H56,3.0,HOMO,5,9,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
j,Si45H56,3.0,LUMO,2,10,1/1,17,17,17,0,17,17,Si45H56,17,TensorGW reference output
j,Si45H56,3.0,LUMO,2,2,1/1,109,109,109,0,109,109,Si45H56,-109,TensorGW reference output
j,Si45H56,3.0,LUMO,2,3,1/1,31,31,31,0,31,31,Si45H56,-31,TensorGW reference output
j,Si45H56,3.0,LUMO,2,4,1/1,13,13,13,0,13,13,Si45H56,-13,TensorGW reference output
j,Si45H56,3.0,LUMO,2,5,1/1,11,11,11,0,11,11,Si45H56,11,TensorGW reference output
j,Si45H56,3.0,LUMO,2,6,1/1,14,14,14,0,14,14,Si45H56,14,TensorGW reference output
j,Si45H56,3.0,LUMO,2,7,1/1,16,16,16,0,16,16,Si45H56,16,TensorGW reference output
j,Si45H56,3.0,LUMO,2,8,1/1,18,18,18,0,18,18,Si45H56,18,TensorGW reference output
j,Si45H56,3.0,LUMO,2,9,1/1,20,20,20,0,20,20,Si45H56,20,TensorGW reference output
j,Si45H56,3.0,LUMO,3,10,1/1,25,25,25,0,25,25,Si45H56,25,TensorGW reference output
j,Si45H56,3.0,LUMO,3,2,1/1,114,114,114,0,114,114,Si45H56,-114,TensorGW reference output
j,Si45H56,3.0,LUMO,3,3,1/1,37,37,37,0,37,37,Si45H56,-37,TensorGW reference output
j,Si45H56,3.0,LUMO,3,4,1/1,20,20,20,0,20,20,Si45H56,-20,TensorGW reference output
j,Si45H56,3.0,LUMO,3,5,1/1,4,4,4,0,4,4,Si45H56,4,TensorGW reference output
j,Si45H56,3.0,LUMO,3,6,1/1,4,4,4,0,4,4,Si45H56,4,TensorGW reference output
j,Si45H56,3.0,LUMO,3,7,1/1,23,23,23,0,23,23,Si45H56,23,TensorGW reference output
j,Si45H56,3.0,LUMO,3,8,1/1,16,16,16,0,16,16,Si45H56,16,TensorGW reference output
j,Si45H56,3.0,LUMO,3,9,1/1,15,15,15,0,15,15,Si45H56,15,TensorGW reference output
j,Si45H56,3.0,LUMO,4,10,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
j,Si45H56,3.0,LUMO,4,2,1/1,116,116,116,0,116,116,Si45H56,-116,TensorGW reference output
j,Si45H56,3.0,LUMO,4,3,1/1,39,39,39,0,39,39,Si45H56,-39,TensorGW reference output
j,Si45H56,3.0,LUMO,4,4,1/1,22,22,22,0,22,22,Si45H56,-22,TensorGW reference output
j,Si45H56,3.0,LUMO,4,5,1/1,0,1,1,0,0,0,Si45H56,0,TensorGW reference output
j,Si45H56,3.0,LUMO,4,6,1/1,4,4,4,0,4,4,Si45H56,4,TensorGW reference output
j,Si45H56,3.0,LUMO,4,7,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
j,Si45H56,3.0,LUMO,4,8,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
j,Si45H56,3.0,LUMO,4,9,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
j,Si45H56,3.0,LUMO,5,10,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
j,Si45H56,3.0,LUMO,5,2,1/1,120,120,120,0,120,120,Si45H56,-120,TensorGW reference output
j,Si45H56,3.0,LUMO,5,3,1/1,44,44,44,0,44,44,Si45H56,-44,TensorGW reference output
j,Si45H56,3.0,LUMO,5,4,1/1,31,31,31,0,31,31,Si45H56,-31,TensorGW reference output
j,Si45H56,3.0,LUMO,5,5,1/1,10,10,10,0,10,10,Si45H56,-10,TensorGW reference output
j,Si45H56,3.0,LUMO,5,6,1/1,7,7,7,0,7,7,Si45H56,-7,TensorGW reference output
j,Si45H56,3.0,LUMO,5,7,1/1,5,5,5,0,5,5,Si45H56,-5,TensorGW reference output
j,Si45H56,3.0,LUMO,5,8,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
j,Si45H56,3.0,LUMO,5,9,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
k,Si45H56,5.0,HOMO,2,10,1/1,5,5,5,0,5,5,Si45H56,5,TensorGW reference output
k,Si45H56,5.0,HOMO,2,2,1/1,228,228,228,0,228,228,Si45H56,228,TensorGW reference output
k,Si45H56,5.0,HOMO,2,3,1/1,64,64,64,0,64,64,Si45H56,64,TensorGW reference output
k,Si45H56,5.0,HOMO,2,4,1/1,25,25,25,0,25,25,Si45H56,25,TensorGW reference output
k,Si45H56,5.0,HOMO,2,5,1/1,5,5,5,0,5,5,Si45H56,5,TensorGW reference output
k,Si45H56,5.0,HOMO,2,6,1/1,3,3,3,0,3,3,Si45H56,3,TensorGW reference output
k,Si45H56,5.0,HOMO,2,7,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
k,Si45H56,5.0,HOMO,2,8,1/1,5,5,5,0,5,5,Si45H56,5,TensorGW reference output
k,Si45H56,5.0,HOMO,2,9,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
k,Si45H56,5.0,HOMO,3,10,1/1,0,1,1,0,0,0,Si45H56,0,TensorGW reference output
k,Si45H56,5.0,HOMO,3,2,1/1,222,222,222,0,222,222,Si45H56,222,TensorGW reference output
k,Si45H56,5.0,HOMO,3,3,1/1,58,58,58,0,58,58,Si45H56,58,TensorGW reference output
k,Si45H56,5.0,HOMO,3,4,1/1,20,20,20,0,20,20,Si45H56,20,TensorGW reference output
k,Si45H56,5.0,HOMO,3,5,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
k,Si45H56,5.0,HOMO,3,6,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
k,Si45H56,5.0,HOMO,3,7,1/1,0,1,1,0,0,0,Si45H56,0,TensorGW reference output
k,Si45H56,5.0,HOMO,3,8,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
k,Si45H56,5.0,HOMO,3,9,1/1,0,1,1,0,0,0,Si45H56,0,TensorGW reference output
k,Si45H56,5.0,HOMO,4,10,1/1,2,2,2,0,2,2,Si45H56,-2,TensorGW reference output
k,Si45H56,5.0,HOMO,4,2,1/1,219,219,219,0,219,219,Si45H56,219,TensorGW reference output
k,Si45H56,5.0,HOMO,4,3,1/1,56,56,56,0,56,56,Si45H56,56,TensorGW reference output
k,Si45H56,5.0,HOMO,4,4,1/1,18,18,18,0,18,18,Si45H56,18,TensorGW reference output
k,Si45H56,5.0,HOMO,4,5,1/1,2,2,2,0,2,2,Si45H56,-2,TensorGW reference output
k,Si45H56,5.0,HOMO,4,6,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
k,Si45H56,5.0,HOMO,4,7,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
k,Si45H56,5.0,HOMO,4,8,1/1,2,2,2,0,2,2,Si45H56,-2,TensorGW reference output
k,Si45H56,5.0,HOMO,4,9,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
k,Si45H56,5.0,HOMO,5,10,1/1,6,6,6,0,6,6,Si45H56,-6,TensorGW reference output
k,Si45H56,5.0,HOMO,5,2,1/1,217,217,217,0,217,217,Si45H56,217,TensorGW reference output
k,Si45H56,5.0,HOMO,5,3,1/1,56,56,56,0,56,56,Si45H56,56,TensorGW reference output
k,Si45H56,5.0,HOMO,5,4,1/1,16,16,16,0,16,16,Si45H56,16,TensorGW reference output
k,Si45H56,5.0,HOMO,5,5,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
k,Si45H56,5.0,HOMO,5,6,1/1,7,7,7,0,7,7,Si45H56,-7,TensorGW reference output
k,Si45H56,5.0,HOMO,5,7,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
k,Si45H56,5.0,HOMO,5,8,1/1,5,5,5,0,5,5,Si45H56,-5,TensorGW reference output
k,Si45H56,5.0,HOMO,5,9,1/1,6,6,6,0,6,6,Si45H56,-6,TensorGW reference output
l,Si45H56,5.0,LUMO,2,10,1/1,16,16,16,0,16,16,Si45H56,-16,TensorGW reference output
l,Si45H56,5.0,LUMO,2,2,1/1,9,9,9,0,9,9,Si45H56,9,TensorGW reference output
l,Si45H56,5.0,LUMO,2,3,1/1,16,16,16,0,16,16,Si45H56,16,TensorGW reference output
l,Si45H56,5.0,LUMO,2,4,1/1,9,9,9,0,9,9,Si45H56,9,TensorGW reference output
l,Si45H56,5.0,LUMO,2,5,1/1,17,17,17,0,17,17,Si45H56,17,TensorGW reference output
l,Si45H56,5.0,LUMO,2,6,1/1,17,17,17,0,17,17,Si45H56,17,TensorGW reference output
l,Si45H56,5.0,LUMO,2,7,1/1,42,42,42,0,42,42,Si45H56,42,TensorGW reference output
l,Si45H56,5.0,LUMO,2,8,1/1,31,31,31,0,31,31,Si45H56,-31,TensorGW reference output
l,Si45H56,5.0,LUMO,2,9,1/1,13,13,13,0,13,13,Si45H56,13,TensorGW reference output
l,Si45H56,5.0,LUMO,3,10,1/1,24,24,24,0,24,24,Si45H56,-24,TensorGW reference output
l,Si45H56,5.0,LUMO,3,2,1/1,1,1,1,0,1,1,Si45H56,1,TensorGW reference output
l,Si45H56,5.0,LUMO,3,3,1/1,8,8,8,0,8,8,Si45H56,8,TensorGW reference output
l,Si45H56,5.0,LUMO,3,4,1/1,4,4,4,0,4,4,Si45H56,4,TensorGW reference output
l,Si45H56,5.0,LUMO,3,5,1/1,14,14,14,0,14,14,Si45H56,14,TensorGW reference output
l,Si45H56,5.0,LUMO,3,6,1/1,23,23,23,0,23,23,Si45H56,23,TensorGW reference output
l,Si45H56,5.0,LUMO,3,7,1/1,20,20,20,0,20,20,Si45H56,-20,TensorGW reference output
l,Si45H56,5.0,LUMO,3,8,1/1,2,2,2,0,2,2,Si45H56,-2,TensorGW reference output
l,Si45H56,5.0,LUMO,3,9,1/1,24,24,24,0,24,24,Si45H56,-24,TensorGW reference output
l,Si45H56,5.0,LUMO,4,10,1/1,7,7,7,0,7,7,Si45H56,7,TensorGW reference output
l,Si45H56,5.0,LUMO,4,2,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
l,Si45H56,5.0,LUMO,4,3,1/1,4,4,4,0,4,4,Si45H56,4,TensorGW reference output
l,Si45H56,5.0,LUMO,4,4,1/1,1,1,1,0,1,1,Si45H56,-1,TensorGW reference output
l,Si45H56,5.0,LUMO,4,5,1/1,6,6,6,0,6,6,Si45H56,6,TensorGW reference output
l,Si45H56,5.0,LUMO,4,6,1/1,5,5,5,0,5,5,Si45H56,5,TensorGW reference output
l,Si45H56,5.0,LUMO,4,7,1/1,16,16,16,0,16,16,Si45H56,16,TensorGW reference output
l,Si45H56,5.0,LUMO,4,8,1/1,11,11,11,0,11,11,Si45H56,11,TensorGW reference output
l,Si45H56,5.0,LUMO,4,9,1/1,8,8,8,0,8,8,Si45H56,8,TensorGW reference output
l,Si45H56,5.0,LUMO,5,10,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
l,Si45H56,5.0,LUMO,5,2,1/1,5,5,5,0,5,5,Si45H56,-5,TensorGW reference output
l,Si45H56,5.0,LUMO,5,3,1/1,5,5,5,0,5,5,Si45H56,-5,TensorGW reference output
l,Si45H56,5.0,LUMO,5,4,1/1,11,11,11,0,11,11,Si45H56,-11,TensorGW reference output
l,Si45H56,5.0,LUMO,5,5,1/1,6,6,6,0,6,6,Si45H56,-6,TensorGW reference output
l,Si45H56,5.0,LUMO,5,6,1/1,6,6,6,0,6,6,Si45H56,-6,TensorGW reference output
l,Si45H56,5.0,LUMO,5,7,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
l,Si45H56,5.0,LUMO,5,8,1/1,4,4,4,0,4,4,Si45H56,-4,TensorGW reference output
l,Si45H56,5.0,LUMO,5,9,1/1,3,3,3,0,3,3,Si45H56,-3,TensorGW reference output
m,Si293H172,0.5,HOMO,2,10,1/1,38,38,38,0,38,38,Si293H172,38,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,2,1/1,905,905,905,0,905,905,Si293H172,905,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,3,1/1,376,376,277,99,376,376,Si293H172,376,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,4,1/1,471,471,190,281,471,471,Si293H172,471,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,5,1/1,403,403,351,52,403,403,Si293H172,403,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,6,1/1,384,384,384,0,384,384,Si293H172,384,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,7,1/1,153,153,153,0,153,153,Si293H172,153,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,2,8,1/1,107,107,107,0,107,107,Si293H172,107,provisional_non_tensor_values_used_by_current_manuscript
