panel,system,radius_angstrom,orbital,ri_ao_ratio,rs_ao_ratio,coverage,raw_error_meV,error_meV,p95_abs_error_meV,max_abs_error_meV,worst_molecule,worst_signed_error_meV
i,Si45H56,3,HOMO,4,3,1/1,80,80,80,80,Si45H56,80
i,Si45H56,3,HOMO,4,4,1/1,37,37,37,37,Si45H56,37
i,Si45H56,3,HOMO,4,5,1/1,4,4,4,4,Si45H56,-4
i,Si45H56,3,HOMO,4,6,1/1,3,3,3,3,Si45H56,-3
i,Si45H56,3,HOMO,4,7,1/1,1,1,1,1,Si45H56,-1
i,Si45H56,3,HOMO,4,8,1/1,1,1,1,1,Si45H56,-1
i,Si45H56,3,HOMO,4,9,1/1,1,1,1,1,Si45H56,-1
i,Si45H56,3,HOMO,4,10,1/1,1,1,1,1,Si45H56,-1
i,Si45H56,3,HOMO,5,2,1/1,278,278,278,278,Si45H56,278
i,Si45H56,3,HOMO,5,3,1/1,79,79,79,79,Si45H56,79
i,Si45H56,3,HOMO,5,4,1/1,36,36,36,36,Si45H56,36
i,Si45H56,3,HOMO,5,5,1/1,3,3,3,3,Si45H56,-3
i,Si45H56,3,HOMO,5,6,1/1,5,5,5,5,Si45H56,-5
i,Si45H56,3,HOMO,5,7,1/1,3,3,3,3,Si45H56,-3
i,Si45H56,3,HOMO,5,8,1/1,4,4,4,4,Si45H56,-4
i,Si45H56,3,HOMO,5,9,1/1,4,4,4,4,Si45H56,-4
i,Si45H56,3,HOMO,5,10,1/1,3,3,3,3,Si45H56,-3
j,Si45H56,3,LUMO,2,2,1/1,109,109,109,109,Si45H56,-109
j,Si45H56,3,LUMO,2,3,1/1,31,31,31,31,Si45H56,-31
j,Si45H56,3,LUMO,2,4,1/1,13,13,13,13,Si45H56,-13
j,Si45H56,3,LUMO,2,5,1/1,11,11,11,11,Si45H56,11
j,Si45H56,3,LUMO,2,6,1/1,14,14,14,14,Si45H56,14
j,Si45H56,3,LUMO,2,7,1/1,16,16,16,16,Si45H56,16
j,Si45H56,3,LUMO,2,8,1/1,18,18,18,18,Si45H56,18
j,Si45H56,3,LUMO,2,9,1/1,20,20,20,20,Si45H56,20
j,Si45H56,3,LUMO,2,10,1/1,17,17,17,17,Si45H56,17
j,Si45H56,3,LUMO,3,2,1/1,114,114,114,114,Si45H56,-114
j,Si45H56,3,LUMO,3,3,1/1,37,37,37,37,Si45H56,-37
j,Si45H56,3,LUMO,3,4,1/1,20,20,20,20,Si45H56,-20
j,Si45H56,3,LUMO,3,5,1/1,4,4,4,4,Si45H56,4
j,Si45H56,3,LUMO,3,6,1/1,4,4,4,4,Si45H56,4
j,Si45H56,3,LUMO,3,7,1/1,23,23,23,23,Si45H56,23
j,Si45H56,3,LUMO,3,8,1/1,16,16,16,16,Si45H56,16
j,Si45H56,3,LUMO,3,9,1/1,15,15,15,15,Si45H56,15
j,Si45H56,3,LUMO,3,10,1/1,25,25,25,25,Si45H56,25
j,Si45H56,3,LUMO,4,2,1/1,116,116,116,116,Si45H56,-116
j,Si45H56,3,LUMO,4,3,1/1,39,39,39,39,Si45H56,-39
j,Si45H56,3,LUMO,4,4,1/1,22,22,22,22,Si45H56,-22
j,Si45H56,3,LUMO,4,5,1/1,0,1,0,0,Si45H56,0
j,Si45H56,3,LUMO,4,6,1/1,4,4,4,4,Si45H56,4
j,Si45H56,3,LUMO,4,7,1/1,6,6,6,6,Si45H56,6
j,Si45H56,3,LUMO,4,8,1/1,6,6,6,6,Si45H56,6
j,Si45H56,3,LUMO,4,9,1/1,7,7,7,7,Si45H56,7
j,Si45H56,3,LUMO,4,10,1/1,7,7,7,7,Si45H56,7
j,Si45H56,3,LUMO,5,2,1/1,120,120,120,120,Si45H56,-120
j,Si45H56,3,LUMO,5,3,1/1,44,44,44,44,Si45H56,-44
j,Si45H56,3,LUMO,5,4,1/1,31,31,31,31,Si45H56,-31
j,Si45H56,3,LUMO,5,5,1/1,10,10,10,10,Si45H56,-10
j,Si45H56,3,LUMO,5,6,1/1,7,7,7,7,Si45H56,-7
j,Si45H56,3,LUMO,5,7,1/1,5,5,5,5,Si45H56,-5
j,Si45H56,3,LUMO,5,8,1/1,4,4,4,4,Si45H56,-4
j,Si45H56,3,LUMO,5,9,1/1,3,3,3,3,Si45H56,-3
j,Si45H56,3,LUMO,5,10,1/1,3,3,3,3,Si45H56,-3
k,Si45H56,5,HOMO,2,2,1/1,228,228,228,228,Si45H56,228
k,Si45H56,5,HOMO,2,3,1/1,64,64,64,64,Si45H56,64
k,Si45H56,5,HOMO,2,4,1/1,25,25,25,25,Si45H56,25
k,Si45H56,5,HOMO,2,5,1/1,5,5,5,5,Si45H56,5
k,Si45H56,5,HOMO,2,6,1/1,3,3,3,3,Si45H56,3
k,Si45H56,5,HOMO,2,7,1/1,6,6,6,6,Si45H56,6
k,Si45H56,5,HOMO,2,8,1/1,5,5,5,5,Si45H56,5
k,Si45H56,5,HOMO,2,9,1/1,6,6,6,6,Si45H56,6
k,Si45H56,5,HOMO,2,10,1/1,5,5,5,5,Si45H56,5
k,Si45H56,5,HOMO,3,2,1/1,222,222,222,222,Si45H56,222
k,Si45H56,5,HOMO,3,3,1/1,58,58,58,58,Si45H56,58
k,Si45H56,5,HOMO,3,4,1/1,20,20,20,20,Si45H56,20
k,Si45H56,5,HOMO,3,5,1/1,1,1,1,1,Si45H56,-1
k,Si45H56,5,HOMO,3,6,1/1,3,3,3,3,Si45H56,-3
k,Si45H56,5,HOMO,3,7,1/1,0,1,0,0,Si45H56,0
k,Si45H56,5,HOMO,3,8,1/1,1,1,1,1,Si45H56,-1
k,Si45H56,5,HOMO,3,9,1/1,0,1,0,0,Si45H56,0
k,Si45H56,5,HOMO,3,10,1/1,0,1,0,0,Si45H56,0
k,Si45H56,5,HOMO,4,2,1/1,219,219,219,219,Si45H56,219
k,Si45H56,5,HOMO,4,3,1/1,56,56,56,56,Si45H56,56
k,Si45H56,5,HOMO,4,4,1/1,18,18,18,18,Si45H56,18
k,Si45H56,5,HOMO,4,5,1/1,2,2,2,2,Si45H56,-2
k,Si45H56,5,HOMO,4,6,1/1,4,4,4,4,Si45H56,-4
k,Si45H56,5,HOMO,4,7,1/1,1,1,1,1,Si45H56,-1
k,Si45H56,5,HOMO,4,8,1/1,2,2,2,2,Si45H56,-2
k,Si45H56,5,HOMO,4,9,1/1,1,1,1,1,Si45H56,-1
k,Si45H56,5,HOMO,4,10,1/1,2,2,2,2,Si45H56,-2
k,Si45H56,5,HOMO,5,2,1/1,217,217,217,217,Si45H56,217
k,Si45H56,5,HOMO,5,3,1/1,56,56,56,56,Si45H56,56
k,Si45H56,5,HOMO,5,4,1/1,16,16,16,16,Si45H56,16
k,Si45H56,5,HOMO,5,5,1/1,3,3,3,3,Si45H56,-3
k,Si45H56,5,HOMO,5,6,1/1,7,7,7,7,Si45H56,-7
k,Si45H56,5,HOMO,5,7,1/1,4,4,4,4,Si45H56,-4
k,Si45H56,5,HOMO,5,8,1/1,5,5,5,5,Si45H56,-5
k,Si45H56,5,HOMO,5,9,1/1,6,6,6,6,Si45H56,-6
k,Si45H56,5,HOMO,5,10,1/1,6,6,6,6,Si45H56,-6
l,Si45H56,5,LUMO,2,2,1/1,9,9,9,9,Si45H56,9
l,Si45H56,5,LUMO,2,3,1/1,16,16,16,16,Si45H56,16
l,Si45H56,5,LUMO,2,4,1/1,9,9,9,9,Si45H56,9
l,Si45H56,5,LUMO,2,5,1/1,17,17,17,17,Si45H56,17
l,Si45H56,5,LUMO,2,6,1/1,17,17,17,17,Si45H56,17
l,Si45H56,5,LUMO,2,7,1/1,42,42,42,42,Si45H56,42
l,Si45H56,5,LUMO,2,8,1/1,31,31,31,31,Si45H56,-31
l,Si45H56,5,LUMO,2,9,1/1,13,13,13,13,Si45H56,13
l,Si45H56,5,LUMO,2,10,1/1,16,16,16,16,Si45H56,-16
l,Si45H56,5,LUMO,3,2,1/1,1,1,1,1,Si45H56,1
l,Si45H56,5,LUMO,3,3,1/1,8,8,8,8,Si45H56,8
l,Si45H56,5,LUMO,3,4,1/1,4,4,4,4,Si45H56,4
l,Si45H56,5,LUMO,3,5,1/1,14,14,14,14,Si45H56,14
l,Si45H56,5,LUMO,3,6,1/1,23,23,23,23,Si45H56,23
l,Si45H56,5,LUMO,3,7,1/1,20,20,20,20,Si45H56,-20
l,Si45H56,5,LUMO,3,8,1/1,2,2,2,2,Si45H56,-2
l,Si45H56,5,LUMO,3,9,1/1,24,24,24,24,Si45H56,-24
l,Si45H56,5,LUMO,3,10,1/1,24,24,24,24,Si45H56,-24
l,Si45H56,5,LUMO,4,2,1/1,1,1,1,1,Si45H56,-1
l,Si45H56,5,LUMO,4,3,1/1,4,4,4,4,Si45H56,4
l,Si45H56,5,LUMO,4,4,1/1,1,1,1,1,Si45H56,-1
l,Si45H56,5,LUMO,4,5,1/1,6,6,6,6,Si45H56,6
l,Si45H56,5,LUMO,4,6,1/1,5,5,5,5,Si45H56,5
l,Si45H56,5,LUMO,4,7,1/1,16,16,16,16,Si45H56,16
l,Si45H56,5,LUMO,4,8,1/1,11,11,11,11,Si45H56,11
l,Si45H56,5,LUMO,4,9,1/1,8,8,8,8,Si45H56,8
l,Si45H56,5,LUMO,4,10,1/1,7,7,7,7,Si45H56,7
l,Si45H56,5,LUMO,5,2,1/1,5,5,5,5,Si45H56,-5
l,Si45H56,5,LUMO,5,3,1/1,5,5,5,5,Si45H56,-5
l,Si45H56,5,LUMO,5,4,1/1,11,11,11,11,Si45H56,-11
l,Si45H56,5,LUMO,5,5,1/1,6,6,6,6,Si45H56,-6
l,Si45H56,5,LUMO,5,6,1/1,6,6,6,6,Si45H56,-6
l,Si45H56,5,LUMO,5,7,1/1,4,4,4,4,Si45H56,-4
l,Si45H56,5,LUMO,5,8,1/1,4,4,4,4,Si45H56,-4
l,Si45H56,5,LUMO,5,9,1/1,3,3,3,3,Si45H56,-3
l,Si45H56,5,LUMO,5,10,1/1,4,4,4,4,Si45H56,-4
m,Si293H172,0.5,HOMO,2,2,1/1,905,905,905,905,Si293H172,905
m,Si293H172,0.5,HOMO,2,3,1/1,376,376,376,376,Si293H172,376
m,Si293H172,0.5,HOMO,2,4,1/1,471,471,471,471,Si293H172,471
m,Si293H172,0.5,HOMO,2,5,1/1,403,403,403,403,Si293H172,403
m,Si293H172,0.5,HOMO,2,6,1/1,384,384,384,384,Si293H172,384
m,Si293H172,0.5,HOMO,2,7,1/1,153,153,153,153,Si293H172,153
m,Si293H172,0.5,HOMO,2,8,1/1,107,107,107,107,Si293H172,107
m,Si293H172,0.5,HOMO,2,9,1/1,50,50,50,50,Si293H172,50
m,Si293H172,0.5,HOMO,2,10,1/1,38,38,38,38,Si293H172,38
m,Si293H172,0.5,HOMO,3,2,1/1,899,899,899,899,Si293H172,899
m,Si293H172,0.5,HOMO,3,3,1/1,372,372,372,372,Si293H172,372
m,Si293H172,0.5,HOMO,3,4,1/1,469,469,469,469,Si293H172,469
m,Si293H172,0.5,HOMO,3,5,1/1,401,401,401,401,Si293H172,401
m,Si293H172,0.5,HOMO,3,6,1/1,380,380,380,380,Si293H172,380
m,Si293H172,0.5,HOMO,3,7,1/1,142,142,142,142,Si293H172,142
m,Si293H172,0.5,HOMO,3,8,1/1,103,103,103,103,Si293H172,103
m,Si293H172,0.5,HOMO,3,9,1/1,41,41,41,41,Si293H172,41
m,Si293H172,0.5,HOMO,3,10,1/1,5,5,5,5,Si293H172,-5
m,Si293H172,0.5,HOMO,4,2,1/1,895,895,895,895,Si293H172,895
m,Si293H172,0.5,HOMO,4,3,1/1,370,370,370,370,Si293H172,370
m,Si293H172,0.5,HOMO,4,4,1/1,467,467,467,467,Si293H172,467
m,Si293H172,0.5,HOMO,4,5,1/1,399,399,399,399,Si293H172,399
m,Si293H172,0.5,HOMO,4,6,1/1,379,379,379,379,Si293H172,379
m,Si293H172,0.5,HOMO,4,7,1/1,142,142,142,142,Si293H172,142
m,Si293H172,0.5,HOMO,4,8,1/1,100,100,100,100,Si293H172,100
m,Si293H172,0.5,HOMO,4,9,1/1,37,37,37,37,Si293H172,37
m,Si293H172,0.5,HOMO,4,10,1/1,34,34,34,34,Si293H172,-34
m,Si293H172,0.5,HOMO,5,2,1/1,893,893,893,893,Si293H172,893
m,Si293H172,0.5,HOMO,5,3,1/1,367,367,367,367,Si293H172,367
m,Si293H172,0.5,HOMO,5,4,1/1,465,465,465,465,Si293H172,465
m,Si293H172,0.5,HOMO,5,5,1/1,397,397,397,397,Si293H172,397
m,Si293H172,0.5,HOMO,5,6,1/1,377,377,377,377,Si293H172,377
m,Si293H172,0.5,HOMO,5,7,1/1,138,138,138,138,Si293H172,138
m,Si293H172,0.5,HOMO,5,8,1/1,98,98,98,98,Si293H172,98
m,Si293H172,0.5,HOMO,5,9,1/1,33,33,33,33,Si293H172,33
m,Si293H172,0.5,HOMO,5,10,1/1,22,22,22,22,Si293H172,-22
n,Si293H172,0.5,LUMO,2,2,1/1,520,520,520,520,Si293H172,-520
n,Si293H172,0.5,LUMO,2,3,1/1,316,316,316,316,Si293H172,-316
n,Si293H172,0.5,LUMO,2,4,1/1,748,748,748,748,Si293H172,-748
n,Si293H172,0.5,LUMO,2,5,1/1,384,384,384,384,Si293H172,-384
n,Si293H172,0.5,LUMO,2,6,1/1,220,220,220,220,Si293H172,-220
n,Si293H172,0.5,LUMO,2,7,1/1,146,146,146,146,Si293H172,-146
n,Si293H172,0.5,LUMO,2,8,1/1,112,112,112,112,Si293H172,-112
n,Si293H172,0.5,LUMO,2,9,1/1,97,97,97,97,Si293H172,-97
n,Si293H172,0.5,LUMO,2,10,1/1,70,70,70,70,Si293H172,-70
n,Si293H172,0.5,LUMO,3,2,1/1,526,526,526,526,Si293H172,-526
n,Si293H172,0.5,LUMO,3,3,1/1,319,319,319,319,Si293H172,-319
n,Si293H172,0.5,LUMO,3,4,1/1,753,753,753,753,Si293H172,-753
n,Si293H172,0.5,LUMO,3,5,1/1,387,387,387,387,Si293H172,-387
n,Si293H172,0.5,LUMO,3,6,1/1,220,220,220,220,Si293H172,-220
n,Si293H172,0.5,LUMO,3,7,1/1,136,136,136,136,Si293H172,-136
n,Si293H172,0.5,LUMO,3,8,1/1,112,112,112,112,Si293H172,-112
n,Si293H172,0.5,LUMO,3,9,1/1,95,95,95,95,Si293H172,-95
n,Si293H172,0.5,LUMO,3,10,1/1,26,26,26,26,Si293H172,-26
n,Si293H172,0.5,LUMO,4,2,1/1,530,530,530,530,Si293H172,-530
n,Si293H172,0.5,LUMO,4,3,1/1,322,322,322,322,Si293H172,-322
n,Si293H172,0.5,LUMO,4,4,1/1,756,756,756,756,Si293H172,-756
n,Si293H172,0.5,LUMO,4,5,1/1,389,389,389,389,Si293H172,-389
n,Si293H172,0.5,LUMO,4,6,1/1,222,222,222,222,Si293H172,-222
n,Si293H172,0.5,LUMO,4,7,1/1,138,138,138,138,Si293H172,-138
n,Si293H172,0.5,LUMO,4,8,1/1,107,107,107,107,Si293H172,-107
n,Si293H172,0.5,LUMO,4,9,1/1,91,91,91,91,Si293H172,-91
n,Si293H172,0.5,LUMO,4,10,1/1,24,24,24,24,Si293H172,-24
n,Si293H172,0.5,LUMO,5,2,1/1,532,532,532,532,Si293H172,-532
n,Si293H172,0.5,LUMO,5,3,1/1,323,323,323,323,Si293H172,-323
n,Si293H172,0.5,LUMO,5,4,1/1,757,757,757,757,Si293H172,-757
n,Si293H172,0.5,LUMO,5,5,1/1,390,390,390,390,Si293H172,-390
n,Si293H172,0.5,LUMO,5,6,1/1,222,222,222,222,Si293H172,-222
n,Si293H172,0.5,LUMO,5,7,1/1,135,135,135,135,Si293H172,-135
n,Si293H172,0.5,LUMO,5,8,1/1,104,104,104,104,Si293H172,-104
n,Si293H172,0.5,LUMO,5,9,1/1,87,87,87,87,Si293H172,-87
n,Si293H172,0.5,LUMO,5,10,1/1,0,1,0,0,Si293H172,0
o,Si293H172,3,HOMO,2,2,1/1,340,340,340,340,Si293H172,340
o,Si293H172,3,HOMO,2,3,1/1,130,130,130,130,Si293H172,130
o,Si293H172,3,HOMO,2,4,1/1,64,64,64,64,Si293H172,64
o,Si293H172,3,HOMO,2,5,1/1,9,9,9,9,Si293H172,9
o,Si293H172,3,HOMO,2,6,1/1,2,2,2,2,Si293H172,2
o,Si293H172,3,HOMO,2,7,1/1,1,1,1,1,Si293H172,1
o,Si293H172,3,HOMO,2,8,1/1,1,1,1,1,Si293H172,1
o,Si293H172,3,HOMO,2,9,1/1,0,1,0,0,Si293H172,0
o,Si293H172,3,HOMO,2,10,1/1,0,1,0,0,Si293H172,0
o,Si293H172,3,HOMO,3,2,1/1,334,334,334,334,Si293H172,334
o,Si293H172,3,HOMO,3,3,1/1,124,124,124,124,Si293H172,124
o,Si293H172,3,HOMO,3,4,1/1,60,60,60,60,Si293H172,60
o,Si293H172,3,HOMO,3,5,1/1,5,5,5,5,Si293H172,5
o,Si293H172,3,HOMO,3,6,1/1,2,2,2,2,Si293H172,-2
o,Si293H172,3,HOMO,3,7,1/1,2,2,2,2,Si293H172,-2
o,Si293H172,3,HOMO,3,8,1/1,3,3,3,3,Si293H172,-3
o,Si293H172,3,HOMO,3,9,1/1,4,4,4,4,Si293H172,-4
o,Si293H172,3,HOMO,3,10,1/1,3,3,3,3,Si293H172,-3
o,Si293H172,3,HOMO,4,2,1/1,330,330,330,330,Si293H172,330
o,Si293H172,3,HOMO,4,3,1/1,122,122,122,122,Si293H172,122
o,Si293H172,3,HOMO,4,4,1/1,59,59,59,59,Si293H172,59
o,Si293H172,3,HOMO,4,5,1/1,5,5,5,5,Si293H172,5
o,Si293H172,3,HOMO,4,6,1/1,2,2,2,2,Si293H172,-2
o,Si293H172,3,HOMO,4,7,1/1,2,2,2,2,Si293H172,-2
o,Si293H172,3,HOMO,4,8,1/1,4,4,4,4,Si293H172,-4
o,Si293H172,3,HOMO,4,9,1/1,4,4,4,4,Si293H172,-4
o,Si293H172,3,HOMO,4,10,1/1,3,3,3,3,Si293H172,-3
o,Si293H172,3,HOMO,5,2,1/1,327,327,327,327,Si293H172,327
o,Si293H172,3,HOMO,5,3,1/1,119,119,119,119,Si293H172,119
o,Si293H172,3,HOMO,5,4,1/1,57,57,57,57,Si293H172,57
o,Si293H172,3,HOMO,5,5,1/1,3,3,3,3,Si293H172,3
o,Si293H172,3,HOMO,5,6,1/1,4,4,4,4,Si293H172,-4
o,Si293H172,3,HOMO,5,7,1/1,4,4,4,4,Si293H172,-4
o,Si293H172,3,HOMO,5,8,1/1,6,6,6,6,Si293H172,-6
o,Si293H172,3,HOMO,5,9,1/1,5,5,5,5,Si293H172,-5
o,Si293H172,3,HOMO,5,10,1/1,5,5,5,5,Si293H172,-5
p,Si293H172,3,LUMO,2,2,1/1,165,165,165,165,Si293H172,-165
p,Si293H172,3,LUMO,2,3,1/1,74,74,74,74,Si293H172,-74
p,Si293H172,3,LUMO,2,4,1/1,39,39,39,39,Si293H172,-39
p,Si293H172,3,LUMO,2,5,1/1,17,17,17,17,Si293H172,-17
p,Si293H172,3,LUMO,2,6,1/1,6,6,6,6,Si293H172,-6
p,Si293H172,3,LUMO,2,7,1/1,3,3,3,3,Si293H172,-3
p,Si293H172,3,LUMO,2,8,1/1,0,1,0,0,Si293H172,0
p,Si293H172,3,LUMO,2,9,1/1,0,1,0,0,Si293H172,0
p,Si293H172,3,LUMO,2,10,1/1,1,1,1,1,Si293H172,-1
p,Si293H172,3,LUMO,3,2,1/1,170,170,170,170,Si293H172,-170
p,Si293H172,3,LUMO,3,3,1/1,72,72,72,72,Si293H172,-72
p,Si293H172,3,LUMO,3,4,1/1,38,38,38,38,Si293H172,-38
p,Si293H172,3,LUMO,3,5,1/1,14,14,14,14,Si293H172,-14
p,Si293H172,3,LUMO,3,6,1/1,3,3,3,3,Si293H172,-3
p,Si293H172,3,LUMO,3,7,1/1,1,1,1,1,Si293H172,-1
p,Si293H172,3,LUMO,3,8,1/1,1,1,1,1,Si293H172,1
p,Si293H172,3,LUMO,3,9,1/1,1,1,1,1,Si293H172,1
p,Si293H172,3,LUMO,3,10,1/1,1,1,1,1,Si293H172,1
p,Si293H172,3,LUMO,4,2,1/1,172,172,172,172,Si293H172,-172
p,Si293H172,3,LUMO,4,3,1/1,76,76,76,76,Si293H172,-76
p,Si293H172,3,LUMO,4,4,1/1,40,40,40,40,Si293H172,-40
p,Si293H172,3,LUMO,4,5,1/1,15,15,15,15,Si293H172,-15
p,Si293H172,3,LUMO,4,6,1/1,6,6,6,6,Si293H172,-6
p,Si293H172,3,LUMO,4,7,1/1,3,3,3,3,Si293H172,-3
p,Si293H172,3,LUMO,4,8,1/1,1,1,1,1,Si293H172,-1
p,Si293H172,3,LUMO,4,9,1/1,1,1,1,1,Si293H172,-1
p,Si293H172,3,LUMO,4,10,1/1,1,1,1,1,Si293H172,-1
p,Si293H172,3,LUMO,5,2,1/1,173,173,173,173,Si293H172,-173
p,Si293H172,3,LUMO,5,3,1/1,75,75,75,75,Si293H172,-75
p,Si293H172,3,LUMO,5,4,1/1,39,39,39,39,Si293H172,-39
p,Si293H172,3,LUMO,5,5,1/1,14,14,14,14,Si293H172,-14
p,Si293H172,3,LUMO,5,6,1/1,4,4,4,4,Si293H172,-4
p,Si293H172,3,LUMO,5,7,1/1,2,2,2,2,Si293H172,-2
p,Si293H172,3,LUMO,5,8,1/1,0,1,0,0,Si293H172,0
p,Si293H172,3,LUMO,5,9,1/1,0,1,0,0,Si293H172,0
p,Si293H172,3,LUMO,5,10,1/1,0,1,0,0,Si293H172,0
q,Si293H172,5,HOMO,2,2,1/1,305,305,305,305,Si293H172,305
q,Si293H172,5,HOMO,2,3,1/1,74,74,74,74,Si293H172,74
q,Si293H172,5,HOMO,2,4,1/1,28,28,28,28,Si293H172,28
q,Si293H172,5,HOMO,2,5,1/1,2,2,2,2,Si293H172,2
q,Si293H172,5,HOMO,2,6,1/1,2,2,2,2,Si293H172,-2
q,Si293H172,5,HOMO,2,7,1/1,1,1,1,1,Si293H172,-1
q,Si293H172,5,HOMO,2,8,1/1,1,1,1,1,Si293H172,-1
q,Si293H172,5,HOMO,2,9,1/1,1,1,1,1,Si293H172,-1
q,Si293H172,5,HOMO,2,10,1/1,0,1,0,0,Si293H172,0
q,Si293H172,5,HOMO,3,2,1/1,298,298,298,298,Si293H172,298
q,Si293H172,5,HOMO,3,3,1/1,68,68,68,68,Si293H172,68
q,Si293H172,5,HOMO,3,4,1/1,24,24,24,24,Si293H172,24
q,Si293H172,5,HOMO,3,5,1/1,3,3,3,3,Si293H172,-3
q,Si293H172,5,HOMO,3,6,1/1,6,6,6,6,Si293H172,-6
q,Si293H172,5,HOMO,3,7,1/1,4,4,4,4,Si293H172,-4
q,Si293H172,5,HOMO,3,8,1/1,5,5,5,5,Si293H172,-5
q,Si293H172,5,HOMO,3,9,1/1,4,4,4,4,Si293H172,-4
q,Si293H172,5,HOMO,3,10,1/1,4,4,4,4,Si293H172,-4
q,Si293H172,5,HOMO,4,2,1/1,295,295,295,295,Si293H172,295
q,Si293H172,5,HOMO,4,3,1/1,66,66,66,66,Si293H172,66
q,Si293H172,5,HOMO,4,4,1/1,23,23,23,23,Si293H172,23
q,Si293H172,5,HOMO,4,5,1/1,3,3,3,3,Si293H172,-3
q,Si293H172,5,HOMO,4,6,1/1,6,6,6,6,Si293H172,-6
q,Si293H172,5,HOMO,4,7,1/1,5,5,5,5,Si293H172,-5
q,Si293H172,5,HOMO,4,8,1/1,5,5,5,5,Si293H172,-5
q,Si293H172,5,HOMO,4,9,1/1,5,5,5,5,Si293H172,-5
q,Si293H172,5,HOMO,4,10,1/1,4,4,4,4,Si293H172,-4
q,Si293H172,5,HOMO,5,2,1/1,292,292,292,292,Si293H172,292
q,Si293H172,5,HOMO,5,3,1/1,64,64,64,64,Si293H172,64
q,Si293H172,5,HOMO,5,4,1/1,20,20,20,20,Si293H172,20
q,Si293H172,5,HOMO,5,5,1/1,6,6,6,6,Si293H172,-6
q,Si293H172,5,HOMO,5,6,1/1,9,9,9,9,Si293H172,-9
q,Si293H172,5,HOMO,5,7,1/1,7,7,7,7,Si293H172,-7
q,Si293H172,5,HOMO,5,8,1/1,7,7,7,7,Si293H172,-7
q,Si293H172,5,HOMO,5,9,1/1,7,7,7,7,Si293H172,-7
q,Si293H172,5,HOMO,5,10,1/1,6,6,6,6,Si293H172,-6
r,Si293H172,5,LUMO,2,2,1/1,9,9,9,9,Si293H172,9
r,Si293H172,5,LUMO,2,3,1/1,4,4,4,4,Si293H172,-4
r,Si293H172,5,LUMO,2,4,1/1,5,5,5,5,Si293H172,-5
r,Si293H172,5,LUMO,2,5,1/1,8,8,8,8,Si293H172,-8
r,Si293H172,5,LUMO,2,6,1/1,2,2,2,2,Si293H172,-2
r,Si293H172,5,LUMO,2,7,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,2,8,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,2,9,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,2,10,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,3,2,1/1,8,8,8,8,Si293H172,8
r,Si293H172,5,LUMO,3,3,1/1,2,2,2,2,Si293H172,-2
r,Si293H172,5,LUMO,3,4,1/1,4,4,4,4,Si293H172,-4
r,Si293H172,5,LUMO,3,5,1/1,2,2,2,2,Si293H172,-2
r,Si293H172,5,LUMO,3,6,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,3,7,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,3,8,1/1,2,2,2,2,Si293H172,2
r,Si293H172,5,LUMO,3,9,1/1,2,2,2,2,Si293H172,2
r,Si293H172,5,LUMO,3,10,1/1,2,2,2,2,Si293H172,2
r,Si293H172,5,LUMO,4,2,1/1,3,3,3,3,Si293H172,3
r,Si293H172,5,LUMO,4,3,1/1,6,6,6,6,Si293H172,-6
r,Si293H172,5,LUMO,4,4,1/1,7,7,7,7,Si293H172,-7
r,Si293H172,5,LUMO,4,5,1/1,4,4,4,4,Si293H172,-4
r,Si293H172,5,LUMO,4,6,1/1,1,1,1,1,Si293H172,-1
r,Si293H172,5,LUMO,4,7,1/1,1,1,1,1,Si293H172,-1
r,Si293H172,5,LUMO,4,8,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,4,9,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,4,10,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,5,2,1/1,4,4,4,4,Si293H172,4
r,Si293H172,5,LUMO,5,3,1/1,5,5,5,5,Si293H172,-5
r,Si293H172,5,LUMO,5,4,1/1,6,6,6,6,Si293H172,-6
r,Si293H172,5,LUMO,5,5,1/1,2,2,2,2,Si293H172,-2
r,Si293H172,5,LUMO,5,6,1/1,0,1,0,0,Si293H172,0
r,Si293H172,5,LUMO,5,7,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,5,8,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,5,9,1/1,1,1,1,1,Si293H172,1
r,Si293H172,5,LUMO,5,10,1/1,1,1,1,1,Si293H172,1
